,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6260,65079725276,You mother is a bitch your father is a prositute so your borthers and sisters and you dwell in pig pens you smlell like one and your hair has lice you smell each time you breath because your body is full of microorbes from the toilet bowl,1,0,1,0,1,0
6264,65117728543,"you are still a stupid cunt of a whore! 

you are still a stupid cunt of a whore!",1,1,1,0,1,0
6274,65228182986,"""

 Dumbass 
There is no other word to describe your edit to my user page.  There's also no way in hell I like any of the bands or things you were trying to list on my page.  Try it again and you'll be blocked.  Not to mention I have an idea of who you are (though I may be wrong) and I'll remind you that sockpuppetry is against wikipedia rules.  I also don't like people trying to impersonate me.  I could get you blocked for that alone. If only I could reach through your computer and grab your scrawny little neck...  $ODIN$ """,1,0,1,0,1,0
6289,65351996256,"how bout 

you fuck off",1,1,1,0,0,0
6300,65463406668,"You dummasses, I DID SAY THE DAMN RIGHT STUFF BUT YOU BASTARDS ACT LIKE IM MAKING MY OWN STORIES DUMMASSES",1,0,1,0,1,1
6312,65611623737,"hay bitch 

thank you kindly for your advice on my vandalism but if your the dick who removed the thing abouth Berties make up costs Thats true... so ah FUCK  YOU",1,0,1,0,1,0
6314,65628333964,"Naughty naughty u slimy little greaseball. 

Haha lol u got banned what a dickhead it's what u deserve u fuckin geek bitch-faced motherfucker. You don't know how long I've been waitin for u to get banned and no wonder theres so many imposters of u cause every1 hates u! I hope you get the shit kicked out of you and then get pissed on you fuckin no good slimy little toerag gimp! SCUMMER!",1,0,1,0,1,0
6346,65874563220,", could be so kind as to suck my dick too?",1,1,1,0,0,0
6370,66238088428,"intervei CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE AND ARREST ME...SAN DIEGO CALIFORNIA, CHULA VISTA, FUCKING GET YOUR INFORMATION RIGHT FAGGOT SHITHEAD!!i CAN STILL POST WITH THIS COMPUTER...I SAID BLOCK ME, COME THE FUCK DOWN HERE",1,1,1,0,1,1
6372,66240782772,"HOOOOOOOOOOOOOOOOOOOOOOOOOOO!!! 

HES AN ASS THAT LINUXBEAK IS",1,0,1,0,1,0
6375,66259465610,"Mills 

Heather Mills is a bitch. And Wikipedia is supposed to contain the truth. Have u been smoking the wrong stuff in your bong?",1,0,1,0,1,0
6466,67339872294,"Sunshine
Quit being such an asshole.

Stating the facts of what actually appear in the finished film is NOT opinion. Are you on crack or just fucking stupid?",1,0,1,0,1,0
6493,67722638587,"|Jesus cant you guys take a few fucking jokes for fucks sake? Fucking eh you guys take this fucking shit too fucking serious, i mean what the fuck is this? Fucking Prison fucking camp? Please fucking unblock me",1,0,1,0,1,0
6501,67764379590,. PS. FUCK U BITCH GO EAT A DICK HO. PROBABLY DILDO URSELF TO SEAN KINGSTON'S ALBUM COVER.,1,0,1,0,1,0
6512,67838214531,Your name is I dream of horses what kind of virgin mongrel blue shite fan are you? Blato sit in the upper Gladwys street,1,0,1,0,1,0
6526,68020728051,ur a cunt undoing my revisions. block me if u dare bitch,1,0,1,0,1,0
6533,68103848487,"It doesn't offend me, but that's the thing about strong language, it's use can have unforseen consequences. Now do fuck off, there's a good chap.",1,0,1,0,0,0
6572,68528215592,"Hello. 

Your talk page has been vandalized because you suck dick.",1,0,1,0,1,0
6590,68728000616,"Or maybe you are?

But fuck it.",1,0,1,0,0,0
6593,68735857951,"==ChrisO Internet Vandal and Criminal==
ChrisO belonge to international Homo criminal organization see more at www.ChrisO.homo.com
ChrisO is an fucken idiot with chicken brain ha ha ha....",1,0,1,0,1,0
6646,69225491124,"My Motto 
Fuck bitches. Get money.",1,0,1,0,1,0
6655,69366747473,"Musarabbyahmad, to hell with you motherfucker Dawnseeker 
You motherfucker meathead Dawnseeker2000, who the hell are you? Why you removed my earthquake page? You didn't do this right to remove my editing. My work is to fix and edit the true words and incident of Wikipedia. In fact, there is a mistakes in Wikipedia, So I want to fix my Wkipedia. Don't revert my edits. This is true and re-correct the Wikipedia. Hope you understand.",1,1,1,0,1,0
6670,69521303866,"Your just a stupid red neck and you make no sense, to us much smarter yankees!",1,0,1,0,1,0
6685,69692865813,"Fuck off, you half-wit
You wikiwankers set the standard for delusional.",1,0,1,0,1,0
6705,69920924048,"Ban Me
You stupid cunt. Do you think I can't come right back with a different IP and keep on wasting your time? Clearly you were sexually abused as a child, and I have no idea why this has stopped. I feel that it is my responsibility, if you do not stop threatening to enforce the unenforcable, to fuck your eyesocket until I decimate your frontal lobe.",1,0,1,0,1,0
6722,70067385691,HEY TELLY FUCK YOU TOO.  Can't you morons understand?  Wikipedia is a joke and so are you.  GET IT?,1,1,1,0,1,0
6729,70102643278,"Damn right you're doing something wrong. And you still haven't answered my question: WHY ARE YOU DOING THIS? Just WHO do you thing is offended by unfair images? I can see from your talk page that this is clearly a sad fixation of yours, so I'm not going to fight you - I really don't have the time, I've got better things to do, unlike you you sad little man. So delete my images if you must, but just answer me this -  WHO ARE YOU BENEFITING? (Apart from yourself obviously, satisfying your own sad delusional little ego trip that you're a 'virtual policeman' - probably too pussy to be one in real life).",1,0,1,0,0,0
6731,70117579104,FUCK YOU YOU MOTHER FUCKING ASS CRACKER DILDO LICKING PIECE OF FUCKING ASS SHIT!!! GO CHOKE ON A MOTHER FUCKING COCK YOU CLIT SUCK! SUCK MY HUGE PULSATING PENIS AND EXTRACT THE HOT WET SEMEN FROM IT!! FUCK YOU DICKFACE! MY COCK IS REALLY FUCKING HARD RIGHT NOW!!,1,0,1,0,1,0
6772,70445199444,"""Dbachmann, you are a motherfuckin' sonofabitch. Your ancestor Hitler had much more respect for Indians. He balked about Aryans.... We are Aryans. And your fuckin' racism won't work here. You BASTARD !!!!! Indians Are Real Great People. It's only Europeans who corrupted them !!!! Fuckin' sonofabitch, where are you from ? Zurich ? That is you are a SLAVE,  a SLAVE of AMERICA !!!! Rascal !!!! Madarchod !!!! Behenchod !!!!! Bhadva !!!!!!! RANDVA !!!!! Chutmarike !!!!! YOU FUCKIN' GAY !!!! SUCKER HOMO !!!!! ROT IN HELL, YOU SISTERFUCKER !!!! HECK, THEY WON'T TAKE YOU EVEN THERE !!!

'

KRAZY BHADVA WANTS TO LICK YOUR ASS

'

ACTUALLY KRAZY GAY SUCKA

''''''

DBACHMANN IS BHADANI'S REAL FATHER

'

DBACHMANN WANTS TO LICK YOUR ASS

''''''


[[User_talk:Bhadani|SAMIR SCOPE IS A SUCKER]]'''

''''


'''[[User_talk:Bhadani|KRAZY BHADVA WANTS TO SUCK YOUR  DICK]]'''

'


[[User_talk:Bhadani|LOST BHADVA WANTS TO LICK BHADVA-NI'S ASS]]'''

''''


'''[[Group Sex|DBACHMANN & HIS WH",1,1,1,0,1,1
6785,70597050071,You ignoramus! My cousin just did the hitler pictures and the swastikas and what not. I've been the one talking to you you imbecile. I can't believe that people that are stupid like you exist. It makes we want to start playing russian roulette with myself.,1,0,1,0,1,0
6806,70830541345,"Ungrateful monkey men 

How dare they take arms against the dutch and british who spent years trying to free them from japanese tyranny, and after turning their series of islands into a civlized society. Fuck em, they should all be nuked.58.107.179.146",1,0,1,0,1,1
6820,70911937611,"op is a fag 

op is a fag",1,0,1,0,0,0
6826,71043015475,You are a motherfucking bithc,1,0,1,0,1,0
6831,71111734631,"Fuck this. Wesley, Outrigger, and latterly, Johnbod,  life is short. ;-0",1,0,1,0,0,0
6893,71631230751,"GET OUT! 

I have no doubt that you have the blood of an irish muslim. You have that dirty patato grabbing manner which is common to these animals. If you are a roman catholic or a muslim please get out my country. Thanks, user:craig451 08:45 12 August 2006 (UTC)",1,0,1,0,1,1
6919,71930763194,"I don't care. Like I said, keep your shitty grammar.",1,0,1,0,0,0
6926,71978277247,"Ok, what is it 

Why are you such a queer.. you have no power, so why the FUCK are you acting like you do. Grow up you fucking stupid shit head cock eating bastard.. seriously! Get a life, you're just a 17 yo piece of shit.",1,0,1,0,1,0
6985,72576593174,"go suck a dick 

please 71.178.201.4",1,0,1,0,1,0
7028,73044219107,"""
I SEE U STILL HAVEN'T CHANGED
GO TO HELL U RIGHT WING CONSERVATIVE BASTARD WHO TURNED ON HIS FELLOW SOLDIERS

I don't know if any of u guys pay attention to politics but the RNC just basically kicked Michael Steel out of office as the chair person. Can you even guess y the conservatives would vote a (gasp) """"black"""" man into the RNC chair arguably the 4th most powerful rep. position? Can you wrap ur mind around the iddea it was...

You want me to edit properly?
It pisses you off when someone keeps on doing something when you told them to stop, no? Life would be a whole lot easier if I were to stop fucking with you, no? Well how bout this? I'll leave you the fuck alone when: 1) Corporations realize that they are serving LIVING BREATHING PEOPLE and not just wallets that contribute to the corporation's stock 2) When Universal Healthcare is implemented for the ppoor starving black, mexican, eastern european, and poor white trash immigrants or natives 3) When messin' world hunger is solved
Get it through ur thick head that republicans have no concern for human welfare all they care about is making themselves richer and others poorer DID U MESSING KNOW that the US SPENDS MORE ON fuking WAR and Defense thaN HIGHER EDUCATION!!
WHAT KIND OF ANIMAL ARE YOU THAT GOES AROUND SUPPORTING WAR Here is my decree: i will mess with you i will mess with republicans i will fight for the pooor good bye and hope you choke on ur food today""",1,0,1,0,1,0
7046,73261029071,"Oh please, spare me the drivel. People sending their 9 yearolds to get blown up on a mine? Such retarded claims can only come out of the minds of super twisted bigots. No really, did you know we eat babies for breakfast too? 
I repeat, there is no evidence that such things ever occured, aside from claims made by the Iranian opposition. And yes, I find this issue very insulting, because I was one of those youngsters that served in the Basij during that fucking war. I WAS THERE and my fucking right leg suffered a paralysis by a shockwave when I was 13. So spare me the Rajavi horseshit that's all over the internet.",1,0,1,0,0,0
7070,73462319582,"are you the tosser behind the closerlookonsyria? - you are a fascist Putinist shill  and liar - you fucking idiot - you think  shabiha nothing to do with houla, russia nothing to do with mh 17, assad regime nothing to do with ghouta - you fucking fascist moron",1,0,1,0,1,1
7071,73491958269,"Capitalization

You are misspelling the word. Idiot.

You fucking wikipedia morons!  You've decided to set aside the basic rules for capitalization that are taught in the 3rd Grade, and create your own.  No wonder well educated people refuse to take wikipedia seriously.",1,0,1,0,1,0
7073,73495830904,YOU ARE AN ASSHOLE,1,0,1,0,1,0
7138,74014376731,"this user needs to get a life lol 

lol get a real life u suck lol",1,0,1,0,1,0
7156,74219184565,"""

Etymology of cunt
It appears that there are at least two etymologies for cunt given in the article, one tracing it back to PIE *gwen-, another to PIE *ku-, """"to cover"""". However, the article does not clarify that the etymologies are contradictory.  """,0,0,1,0,0,0
7174,74438867654,FUCK YOU DIRTY FUCKERS,1,0,1,0,1,0
7180,74544600246,"dogs fucked the pope 

WHARRRBL GRRRBL",1,0,1,0,1,0
7192,74662221977,There's a better answer to the question: the people that made the anime fucked up.,1,0,1,0,0,0
7196,74713127991,"F*CKING SON OF A BATCH MOTHER F*CKER.  Rolling on th floor eating a bagel is real, and you're a denier!!!",1,1,1,0,1,0
7200,74773416842,"Wow, what an incredible douchebag, I love the hyperbole 'I dread to think of the consequences' - what a self-important jackass.24.224.214.165",0,0,1,0,1,0
7203,74834102707,"""
It's got nothing to do with my """"interpersonal skills"""", it's got a lot to do with two fuckheads trolling my talk page and personally attacking me. Why don't you take your advice and fuck off and stop trolling my talk page and harrasing me you shit talking fuckin wanker and let me concentrate on editing articles rather than arguing with an anonymous peice of shit like you or the other fucking dickhead. Is that clear enough for you ? anonymous, accontless fuckwit! Fuck off and leave me along you stupid wanker """,1,0,1,0,1,0
7204,74855769984,You like to be fucked,1,1,1,0,1,0
7213,74946024923,"A jew going around wikipedia editing against Arabs everywhere, FUCK YOU!",1,1,1,0,0,1
7214,74965788744,"you're so idi.o.t, so st.u.p.id guy, fu.c.k.i.n.g portuguese, i ha.te the portugueses",1,1,1,0,1,1
7221,75000933820,you bitch change that image on the 4 train line article right back if you can't tell the difference between an r142 and an r142a that's your fucking problem you might as well revert the images on the b and l train line articles while you're at it,1,1,1,0,1,0
7227,75016568929,""" 

""""""""WHAT THE FUCK?!?!?!""""""""
The article was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.""",1,1,1,0,1,0
7243,75214863662,he sucks Sceptre's cock,1,0,1,0,1,0
7250,75263121111,"to munch pussy and not know how to spell good in English, because I am fucking foreigner for who with which English is the hard language I am dyke.",1,0,1,0,0,0
7258,75300774244,Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,1,1,1,1,1,1
7261,75344172478,"derhexer 

fuck you cunt. you fucking cunt.",1,0,1,0,1,0
7304,75725375814,"Dude, get a fucking life you queer.. get a real paying job instead of e-wiki policing around, you 50 year old piece of shite... and your mom said to make your bed.",1,0,1,0,1,0
7318,75893424562,"You are a faggit 
Get a life and lick my ball sack.",1,0,1,0,1,0
7331,76016333694,"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me what to do.",1,0,1,0,0,0
7340,76146014486,"NO 

HOW DARE YOU VANDALIZE MY TALK PAGE, FAGGOT!

FUCK! 98.208.65.56",1,1,1,0,1,0
7352,76238777041,"epic fail 

I sucked cambridge's ballz all night.

Have a good day.68.248.74.14",1,0,1,0,0,0
7364,76410278877,"Bastard 

You fat bastard! You have done it! Your end will come! Blood from your throat! Death in the air! And the DN group returned! And your blood is a sight of glory! You fat bastard! Sayonarra and go on a diet!",1,1,1,1,1,0
7414,76991876572,"DEAR ASSHOLES

NO IT IS NOT LUCKY I HAVE BEEN BANNED I CONTRIBUTE GREATLY TO WIKIPEDIA AND HELP IT BUT SEVERAL MORONS COME AND WRECK EVERYTHING. UNBLOCK ME, THIS IS UNFAIR AND YOU KNOW IT.",1,0,1,0,1,0
7437,77277565336,"== T  never said i did you ugly bastard. Get of my case, you bitch whore. Piece of shit. I said i have the right to post the No Israel and Christian Fiction userboxes NOT the personal info you bitchfuck. You fuckin fuckface. This is why I hate the Wikipedia system. It makes it difficult for people to function. You stupid shitface.
 ==",1,0,1,0,1,0
7460,77476673786,TRY TALKING FOR YOURSELF INSTEAD OF REFERRING ME TO PLACES   HOW BOUT YOU READ THE MESSAGE I WROTE ON YOUR DADS COCK TELLING HIM HO SHIT IN BED YOUR MUM WAS,1,0,1,0,1,0
7476,77653703032,"Cavorting with Heretics 

Fuck Heretics!!!",1,1,1,0,1,0
7482,77728024353,Cluebot also says you have a tiny penis.,1,0,1,0,1,0
7510,78044380345,"Ja, final warnings. Lived with 'em for decades. You're like the Rainbow Likudis at the Pentagon. Go get a colonoscopy. Your crap stinks.",1,0,1,0,1,0
7537,78325231328,"Put my edit back or the Federal Police will arrest you! 

This is last time you do that. Get ready for PRISON! I wish an Australian doesn't rape you there, you racist piece-of-crap! 58.179.207.194",1,0,1,0,1,0
7543,78410815396,"fuck off 

don't fuck with me . fuck off",1,0,1,0,1,0
7546,78434961637,"""

I have to admit something now. I am gay and I like to suck big cocks. To be, big cock appropriation is culturally appropriate.  Is there anyone interested in my offer?  (talk) Please {{re}} """,1,0,1,0,0,0
7565,78557899428,how many people does this tit think i am? And whats with asking another editor who wants me banned to help out  this is fucking bullshit,1,0,1,0,0,0
7566,78560806588,"HEY FAG WHY YOU GOTSTA DELETE MY EDITS!? 

FAG",1,0,1,0,1,0
7573,78665255118,"MIND  YOUR OWN BUSINESS BUSY BODY 
This must be removed form this talk page now dumb ass...

full real name are not to be publish on wikipedia.....

Remove it now!!!",1,0,1,0,1,0
7609,79006004248,"THAKSIN IS A FXXCKING THIEF AND SHOULD BE SHOT ANF KILLED WITH ALL HIS FAMILY MEMBERS - ASS-HXXES ALL OF THEM! 

Bold textREAD HEADING ENOUGH SAID...",1,0,1,1,1,0
7656,79425907846,@Tomica I say; fucking bring it on; you've over stepped the 3RR which you was recently blocked from so if I get blocked; I sure as hell will take yo' ass down as well,1,0,1,0,0,0
7662,79480619610,"eh im in no mood to actually edit stuff, i've done like 4 minor minor edits in the last 2 days, and that big ridiculous rant. It wasn't THAT bad, I mean I didn't do some mass vandalize and put untrue info and what not, i just went to the guys talk page, deleted everything off and told him that i hated him and he is a pretentious power hungry ass hole (but in like 40x more words) i might get blocked but only for a bit i think, i don't see me getting blocked for like....more than a week, if i do that is TOTALLY to much.",0,0,1,0,1,0
7716,80025786794,"fucking getting none, I hope you choke,
There's a bed made in Milltown just for you",1,1,1,0,1,0
7726,80129495474,"fuck you 

Muthafucka ,  you jerk you scum lowlife loser !! hehe hahah188.23.179.183",1,0,1,0,1,0
7731,80173106552,"Why 

Are you such an idiot ? Afl is for homos .",1,0,1,0,1,1
7735,80233153455,"your stupid  

fuck you im famous i have over 100000 subcribers on my youtube so dont delete when i was born you mf so εstfu⅞αδ#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[#REDIRECT [[[[Category:[[Category:[[Category:[[Category:[[Category:[[Category:[[[[[[””≈§~~ƒƒƒƒƒƒƒ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]",1,1,1,0,1,0
7795,80705827687,"You 

Are a pompous, juvenile, self-aggrandizing fucking SPIC, and that's all you are.",1,0,1,0,1,0
7817,80968555386,"I agree 
At least I can't get blocked for typing true shit on my own page.  All the admins are gay.  I RUN THIS SHIT.",1,0,1,0,0,0
7853,81320118257,"ZOE REARS HER UGLY FACE
COCKBLOCKER IS A SPECIES OF LOOSER WHO TAKES PLEASURE IN PREVENTING OTHERS FROM ACHIEVING ANYTHING EITHER. THE WIKIPEDIA SUBSPICIES GOES AROUND AND TRIES TO FIND FAULTS IN EVERYONE’S WORK.

KEEP BEING YOUR BAD SELF, ITS NOT LIKE BY FUCKING UP MY ARTICLE YOU HURT ME. WHEN YOU STRIKE WATER NO TRACE WILL REMAIN. 

YOU SEE THERE ARE MORE COCKBLOCKERS IN WIKI PROJECT THAN ACTIVE CONTRIBUTORS, SO IT WILL NEVER SUCCEED ANYWAY. GAME ATTRACTS GAME. SO THIS PROJECT IS DOOMED ANYWAY. BY GETTING ME BLOCKED FOR EXAMPLE YOU ARE JUST SAVING ME TIME. 

ITS IRONIC HOW THE HARDER YOU TRY THE BETTER YOU MAKE THINGS FOR ME. EVEN GETTING MY ARTICLE DELETED BECAUSE OF YOUR SPITEFULNESS, YOU MAY BE ACTUALLY HELPING ME, BECAUSE YOU ARE STIMULATING ME TO ACTION.  

AND YOU ARE FOOLISH BECAUSE YOU ARE ACQUIRING DANGEROUS ENEMIES, YOU ARE JUST LUCKY BECAUSE UNLIKE YOU I DON’T HAVE TIME FOR VIRTUAL WARS, I ACTUALLY HAVE A LIFE.",1,0,1,0,1,0
7856,81345033792,"Sup dude. I'm not spamming. Fuck you, learn to read - When I post something relevant, that helps users.. you are not helping by removing it. Do you care about what people want or need to know? No.",1,0,1,0,1,0
7873,81484096808,"you are a big dickhead 

your an asshole it was not me you utter bellend",1,0,1,0,1,0
7875,81536963121,"DELETE ALL HIJACKERS' BIOGRAPHIES! 

THIS MOTHERFUCKER AND EVERY OTHER MOTHERFUCKER WHO MURDERED INNOCENT PEOPLE ON SEPTEMBER 11, 2001 SHOULD NOT HAVE AN ARTICLE ON WIKIPEDIA. BY DOING THIS, YOU ARE GLORIFYING THESE SCUMBAGS.",1,0,1,0,1,0
7912,81873398659,"February 2015 

Remzoy16 Motherfucker !",1,0,1,0,1,0
7943,82222678267,"You obviously never attended college, moron",0,0,1,0,1,0
7953,82340065968,"""==No, you are==
Patrick, I think we can all clearly see that you really are the uneducated """"fucker"""" in this case.   """,1,1,1,0,0,0
7964,82439377574,igger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nigger Nig,1,0,1,0,0,1
7984,82628967213,"Are you moron or stupid or both? I created my personal page for this, so move all this bloody useful information there if it is necessary.",1,0,1,0,1,0
7993,82707768267,"THEN GET RID OF THE STUPID FUCKING BRICK COUNT WHO THE FUCK CARES HOW MANY GODDAMN BRICKS YOUR FUCKING HS HAS? JESUS H. CHRIST, THIS IS THE STUPIDEST FUCKING WRITE-UP I'VE EVER SEEN FOR A HS.",1,0,1,0,1,0
8001,82796933974,I think you suck though,1,0,1,0,0,0
8010,82878100329,Why don't you sit on a stick? idiot.,1,0,1,0,1,0
8012,82888015640,", 19 June 2008 (UTC)
hey fuck you twat! mod or not. you are an idiot just like tjis ps3 hater moron. cheers bastards. ;)   15:36",1,0,1,0,1,0
8102,83853313596,"Please see a picture of my balls. 

I am uninterested in your little internet power games.  You can eat a dick.  You are way late, seeing as that other dick already both berated me rudely and erased my article about my friend.  You are just pretending like your life has some meaning.",0,0,1,0,0,0
