,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
14703,152089812386,"well what u said before really hurt me SO U SHOULD BE BLOCKED BITCH TITS UR A PUSSY THATS WHAT U ARE HIDING AND BEING AN EDITOR A SUPER GEEK 24 HOURS A DAY ON THE COMPUTER HAVE NO LIFE I BET U HAVE NO SEX LIFE EITHER JUST FUCKING STRIPPERS 

GEEK GEEK GEEK GEEK GEEK ILL BALL U UP",1,1,1,0,1,0
14755,152528947140,"why arr you so fuck 

why are you so fucking shit 182.16.240.42",1,1,1,0,1,0
14766,152648271603,"Take that! 

IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE ASS IN THE",1,1,1,0,0,0
14814,153116182721,You arrogant administrator homosexual bastards fuck off,1,1,1,0,1,1
14828,153283900126,Fuck u Fuck u Fuck u Fuck uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1,1,1,0,1,0
14860,153682479336,YOU CANT STOP ME!! ILL COME BACK TOMOROW AND I KNOW YOU WONT BAN ME FOR MORE THAN A DAY!!!!! FUCK YOU WIKIPEDIA!!!!!!!,1,1,1,0,0,0
14875,153848102185,"FUCK YOUR MOTHER 

FUCK OFF",1,1,1,0,1,0
14898,154051111303,"RE: Wikipedia Firearms Project 

I think New Yorkers should be allowed to have guns  so they can shoot people like you. 142.179.122.199",1,1,0,1,0,0
15158,156832762790,"American 

Fuck you dumb American SHIT!!!!",1,1,1,0,1,1
15301,158310681167,fuck you bitch nigger slut ass fuck whore,1,1,1,0,1,1
15353,158940807730,F u c k i n g   c u n t s get a life you sad f u c k i n g gits.,1,1,1,0,1,1
15491,160300511220,"_____________________________________________________________-

Fuck you you fucking piece of shit.  Ass fucking hole.  Are you ready for the noise 2 b brought on you??? r u??

  boss playa",1,1,1,0,1,0
15551,160801800747,"!

Suck my DIHCK! Nihgga!

You don't want people to know the TRUTH about utorrant, you FAG",1,1,1,0,1,0
15735,162790582229,AM A BIG FUCKING RETARD,1,1,1,0,1,0
15847,163754514891,F__K YOU WHINY-SISSY COWARD HACKER TROLLS AND FREAKS.  YOU ARE ALL FAT PASTY PALE COUCH TOADS WHO NEVER GET LAID AND WHACK OFF ONLINE.  GO F__K YOURSELVES,1,1,1,0,1,0
15917,164629545092,Bull Fucking Shit You Racist Scumbag,1,1,1,0,1,0
16021,165593511258,TIPTOETY’S ANUS IS STRETCHED BY GRAWP’S MASSIVE COCK,1,1,0,0,0,0
16120,166648901038,"fuck you, whores!!! I'LL FUCK YOU UP OLD-STYLE, MOTHERFUCKING TRANNYBANGERS CUNTS!",1,1,1,0,1,0
16235,167850751195,"xxxxxxMotherfucker
I didn't add that information bitch, so you best lose your attitude mother fucker.",1,1,1,0,1,0
16270,168350432858,"you are a fucking bawbag.

get a real job you bumder and stop moaning to wikipedia you sack of spunk.

im going to come to your house and rape your children.",1,1,1,1,1,0
16344,169280596341,"""  WILL MY MOTHERFUCKING SAFETY BE GUARANTEED???? I FUCKING HOPE SO!!! I'M BRINGING MY OWN FUCKIN' WEAPONS!! PAY ME WHEN I GET BACK MOTHERFUCKERS!!!  OH YEAH I'VE GOT A JOKE...A FAMILY (HUSBAND, WIFE, SON, DAUGHTER, DOG) WALKS INTO AN AGENT'S OFFICE AND TELLS HIM THAT THEY'VE GOT A GREAT VAUDEVILLE ROUTINE...HE SAYS """"WE DON'T HIRE KIDDY ACTS"""" AND THEY SAY """"BUT WE'RE REALLY GOOD!"""" AND SO THE AGENT SAYS """"FINE, LET ME SEE WHAT YOU'VE GOT, BUT IF YOU SUCK I'M THROWING YOU OUT""""...SO THE FAMILY GETS READY...THE DAUGHTER HITS THE CD PLAYER AND CIRCUS MUSIC BEGINS PLAYING, THE FATHER JUMP KICKS THE SON IN THE HEAD AND STOMS HIS FACE IN THE GROUND UNTIL IT'S A BLOODY PULP, THEN PROCEEDS TO JERK OFF AND CUM ALL OVER HIS SHATTERED SKULL.  MEANWHILE THE MOTHER BEGINS VIOLENTLY FINGER FUCKING THE DAUGHTER AS THE DOG FUCKS THE MOTHER IN THE ASS HOLE.  THIS IS THE POINT WHEN THE FATHER TAKES THE LEFTOVER BRAIN MATTER FROM THE SON'S HEAD AND SHOVES IT INTO THE MOTHER'S PUSSY, THEN BEGINS FUCKING HER PUSSY WHILE SIMULTANEOUSLY STICKING HIS FINGER DOWN THE DAUGHTER'S THROAT UNTIL SHE VOMITS ALL OVER THEM BOTH.  THEN THE DOG BITES THE MOTHER'S HAND OFF AS SHE'S FINGER FUCKING THE DAUGHTER, LEAVING HER HAND IN THE DAUGHTER'S PUSSY AS BLOOD SQUIRTS ALL OVER THE PLACE...THE FATHER TAKES BLOOD FROM THE GROUND, SMEARS IT ALL OVER THE MOTHER'S CHEST, BENDS OVER, AND BEGINS SHITTING ALL OVER THE OPEN WOUND WHERE HER HAND USED TO BE BEFORE THE DOG BIT IT OFF.  THEY TAKE THE DOG AND SHOVE IT IN A MICROWAVE, HEATING IT UP UNTIL IT EXPLODES, THEN TAKE THE DOG REMAINS, MIX IT WITH THE FATHER'S SHIT, THE SON'S HEAD WOUND, AND THE FATHER'S CUM, AND SHOVE IT INTO THE DAUGHTER'S MOUTH.  THEN THE FATHER RIPS THE SON'S DICK OFF AND FUCKS THE DAUGHTER WITH IT, AS THE MOTHER LOCATE'S THE SON'S TESTICLES, BREAKS THEM OPEN, AND DRINKS THE SPERM THAT COMES OUT.  THEN THE FAMILY LINES UP AND SAYS """"TA DA!""""...THERE'S SILENCE FROM THE AGENT, UNTIL HE FINALLY SAYS """"I LOVE IT!  WHAT DO YOU CALL THAT?""""...AND THE FAMILY SAYS """"WE CALL IT...THE ARISTOCRATS!""""""",1,1,1,0,1,0
16474,170611726135,Go fuck yourself you faggot -,1,1,1,0,1,1
16594,171640650880,FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU!!'FUCK YOU,1,1,1,0,1,0
16752,173216524463,"i wanna fuck you 

fuck u fuck u fuck u",1,1,1,0,0,0
16805,173761510845,"Ha, Fagget go fuck yourself homo.",1,1,1,0,1,1
16950,175363373376,hey fuck you i went to this school and its awesome so fuck you bitch! 74.244.182.33,1,1,1,0,1,0
17084,176653689892,shit and lick it off and suck my own cock.,1,1,1,0,1,0
17175,177523441857,You're such one god damn nigger for a titty penis head. I am going to head butt you!,1,1,1,0,1,1
18110,187548697443,"Paul Tibbit is a fucking-ass little piece of smelly donkey shit that raped SpongeBob rock-hard!!! 
I hope Paul Tibbit gets fucking cancer and burns in hell!
PAUL TIBBIT IS A WEED-SMOKING BASTARD WHO COMPLETELY FUCKED UP SPONGEBOB!!!!
SpongeBob is a pile of crap now. I don't think I've ever hated a person more than I hate Paul Tibbit. Him and his piss-poor animation skills.
Yeh Tibbit is SUCH A HOMO!!!!
I hope he fucking dies!
What the motherfucking hell is up with people these days? Nick's people obviously smoked lots and LOTS of crack in 2004!
I love Old SPongeBob. New SpongeBob. I don't blame SB. I blame FUCKING PAUL TIBBIT!!!!  SCREW YOU PAUL!!!!
Thanks to that man-hag SpongeBob is completely f++ked up. 71.64.6.46",1,1,0,0,0,0
18303,189665836690,"I SWEAR TO FUCKING CHRIST, LEAVE ME ALONE!!!!!!!!!!!!!!! I.T.'S.  M.Y. P.A.G.E.!!!!!!!!!!!! WHY DO YOU CHANGE????? ARE YOU SOME PERVERTED  STALKER!!!!!!!!!!!!!!!!!!!!!!!!",1,1,1,0,0,0
18403,190684788061,bring cock close enough to suck it,1,1,1,0,0,0
18416,190850208743,"F U C K   O F F 

YOU ARE  THE BIGEST  C U N T  IN THE WORLD. WHAT THE HELL DO YOU THINK YOUR DOING YOU DELETED A PAGE THAT WAS PERFECTLY OK AND AN EXISTING PROJECT  IN THE UK YOU ARE NOT FIT TO BE AN EDITOR ON WIKIPEDIA YOU STUPID UNSATISFIED SON OF A  B I T C H . GO TO HELL AND BURN!!!!",1,1,1,0,1,0
18683,193642467048,Man you are seriously fucking retarded. Did you write those shitty articles yourself?,1,1,1,0,1,0
18700,193769052283,"""

 I Hate Grandma Terri  

I hate my step grandma Grandma Terri. """"Step Grandma"""" is an overstatement. F-ck Grandma Terri in her old ass. Grandma Terri shoult be raped to death. 71.74.76.40  """,1,1,1,1,1,0
18886,195706267718,what i mean to say is that im a big fucknig idiot and i dont know what im talking about,1,1,1,0,1,0
19011,196982907111,stupid sit i will behead you,1,1,1,1,1,0
19028,197221693591,"Go fuck yourself 

Eat shit and die. 68.0.119.139",1,1,1,1,1,0
19031,197245768268,"FUCKAN STOP CHANGON IT OR I AM TWIST OFF YOURE LITTOL PEE-WEES AND YOURE FUCKON MONKEY

FUCKAN IDEOT my name am JOSSEL MUBEDEON AND I DONE FUCKON MAKE THINGS BETTOR

I FIXES THINGS

undarstand",1,1,1,0,1,0
19080,197779491640,"I Hope You Get Hit By A Truck

You filthy piece of worthless crap, just go kill your self human slime.",1,1,1,1,1,0
19144,198582851598,Ima fuck your mother.,1,1,1,0,0,0
19204,199222332433,"HUNS

I CITED PERFECTLY GOOD SOURCES YOU FUCKING PIECE OF SHIT. LEAVE ME THE FUCK ALONE. YOU DON'T KNOW EVERYTHING BUT YOU THINK YOU DO JUST BECAUSE YOU ONCE DID SOMETHING GOOD FOR WIKIPEDIA. I CITED GOOD SOURCES GO AND FUCKING LOOK AT THEM. FUCK OFF YOU LOW LIFE CUNT.",1,1,1,0,1,0
19482,202088555865,"20

retards u fuckin paki fuckersItalic textfukin taliban
== fuck u
== fuck u again
 fuck u even more 
 ==
 ==",1,1,1,0,1,0
19514,202370572668,"=I got pissed
this mulatto fuck has been pestering me for the past year and all he does is try to get under my skin. i fuckin hate this motherfuckin shitskin faggot. sorry for attacking it, but it should fuckin die! i hate shaka",1,1,1,0,1,1
19550,202833088469,"GO FUCK YOURSELF BITCH.  I HATE YOUR SOULD.  MOTHER FUCKER, WHO THE HELL DO YOU THINK YOU ARE.  I WILL STOMP ON YOUR NECK UNTIL YOU FUCKING DIE.  DO YOU HEAR ME, EVERY TIME YOU MAKE A CHANGE, A KITTEN WILL DIE.  GO TO FUCKING HELL YOU FUCKING FAGGOT JEW FUCK.",1,1,1,1,1,1
